,majorGroup,scientificName,kingdomName,image_inaturalist,licence,assessmentId,internalTaxonId,phylumName,orderName,className,familyName,genusName,speciesName,authority,redlistCategory,populationTrend,scopes
85,Fishes,Platyrhinoidis triseriata,ANIMALIA,https://www.inaturalist.org/photos/133069780,"(c) Josh Maxwell, some rights reserved (CC BY-NC)",80673588,60112,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,PLATYRHINIDAE,Platyrhinoidis,triseriata,"(Jordan &amp; Gilbert, 1880)",Least Concern,Unknown,Global
86,Fishes,Rhinochimaera pacifica,ANIMALIA,https://www.inaturalist.org/photos/51391298,"(c) Ken Graham, some rights reserved (CC BY-NC)",68642001,60146,CHORDATA,CHIMAERIFORMES,CHONDRICHTHYES,RHINOCHIMAERIDAE,Rhinochimaera,pacifica,"(Mitsukuri, 1895)",Least Concern,Unknown,Global
87,Fishes,Brachaelurus colcloughi,ANIMALIA,https://www.inaturalist.org/photos/11957432,"(c) Nigel Marsh, some rights reserved (CC BY-NC)",68610594,39335,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,BRACHAELURIDAE,Brachaelurus,colcloughi,"Ogilby, 1908",Vulnerable,Decreasing,Global
88,Fishes,Merluccius merluccius,ANIMALIA,https://www.inaturalist.org/photos/207798547,"(c) Julien Renoult, some rights reserved (CC BY)",84946555,198562,CHORDATA,GADIFORMES,ACTINOPTERYGII,MERLUCCIIDAE,Merluccius,merluccius,"(Linnaeus, 1758)",Least Concern,Unknown,Global
89,Fishes,Pungitius laevis,ANIMALIA,https://www.inaturalist.org/photos/29850978,"(c) Julien Renoult, some rights reserved (CC BY)",4174680,135667,CHORDATA,GASTEROSTEIFORMES,ACTINOPTERYGII,GASTEROSTEIDAE,Pungitius,laevis,"(Cuvier, 1829)",Least Concern,Unknown,Global & Europe
90,Fishes,Synodus saurus,ANIMALIA,https://www.inaturalist.org/photos/78176697,"(c) Julien Renoult, some rights reserved (CC BY)",4746301,155213,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,SYNODONTIDAE,Synodus,saurus,"(Linnaeus, 1758)",Least Concern,Unknown,Global
91,Fishes,Stomias boa,ANIMALIA,https://www.inaturalist.org/photos/13199849,"(c) Gonzalo Mucientes Sandoval, some rights reserved (CC BY-NC-SA)",21909545,198563,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STOMIIDAE,Stomias,boa,"(Risso, 1810)",Least Concern,Unknown,Global
92,Fishes,Aulostomus maculatus,ANIMALIA,https://www.inaturalist.org/photos/166695733,"(c) Neil DeMaster, some rights reserved (CC BY-NC)",16509812,16421352,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,AULOSTOMIDAE,Aulostomus,maculatus,"Valenciennes, 1841",Least Concern,Decreasing,Global
93,Fishes,Raja undulata,ANIMALIA,https://www.inaturalist.org/photos/174537296,"(c) Sylvain Le Bris, some rights reserved (CC BY-NC)",5420694,161425,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Raja,undulata,"Lacep√®de, 1802",Endangered,Decreasing,Global
94,Fishes,Sternopygus aequilabiatus,ANIMALIA,https://www.inaturalist.org/photos/125915496,"(c) edwinmunera, some rights reserved (CC BY-NC)",53827171,167725,CHORDATA,GYMNOTIFORMES,ACTINOPTERYGII,STERNOPYGIDAE,Sternopygus,aequilabiatus,"(Humboldt, 1805)",Least Concern,Decreasing,Global
95,Fishes,Cleidopus gloriamaris,ANIMALIA,https://www.inaturalist.org/photos/224845342,"(c) Steve Smith, some rights reserved (CC BY-NC)",123356792,123356757,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,MONOCENTRIDAE,Cleidopus,gloriamaris,"De Vis, 1882",Least Concern,Unknown,Global
96,Fishes,Gigantactis paxtoni,ANIMALIA,https://www.inaturalist.org/photos/169688568,"(c) Ken Graham, some rights reserved (CC BY-NC)",140322928,140026864,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,GIGANTACTINIDAE,Gigantactis,paxtoni,"Bertelsen, Pietsch &amp; Lavenberg, 1981",Least Concern,Unknown,Global
97,Fishes,Umbra limi,ANIMALIA,https://www.inaturalist.org/photos/84306049,"(c) renaissance50, some rights reserved (CC BY-NC)",18235925,202403,CHORDATA,ESOCIFORMES,ACTINOPTERYGII,UMBRIDAE,Umbra,limi,"(Kirtland, 1840)",Least Concern,Stable,Global
98,Fishes,Hygophum benoiti,ANIMALIA,https://www.inaturalist.org/photos/207466288,"(c) Xavier Rufray, some rights reserved (CC BY-NC)",15583579,190100,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Hygophum,benoiti,"(Cocco, 1838)",Least Concern,Stable,Global
99,Fishes,Lampris guttatus,ANIMALIA,https://www.inaturalist.org/photos/60279048,Public Domain,115338069,195038,CHORDATA,LAMPRIFORMES,ACTINOPTERYGII,LAMPRIDAE,Lampris,guttatus,"(Br√ºnnich, 1788)",Least Concern,Unknown,Global
100,Fishes,Gonorynchus gonorynchus,ANIMALIA,https://www.inaturalist.org/photos/15389186,"(c) Peter Southwood, some rights reserved (CC BY-SA)",60790190,60470704,CHORDATA,GONORYNCHIFORMES,ACTINOPTERYGII,GONORYNCHIDAE,Gonorynchus,gonorynchus,"(Linnaeus, 1766)",Least Concern,Unknown,Global
101,Fishes,Polyodon spathula,ANIMALIA,https://www.inaturalist.org/photos/10888658,"(c) Joachim S. M¸ller, some rights reserved (CC BY-NC-SA)",174780447,17938,CHORDATA,ACIPENSERIFORMES,ACTINOPTERYGII,POLYODONTIDAE,Polyodon,spathula,"(Walbaum, 1792)",Vulnerable,Unknown,Global
102,Fishes,Rivulus roloffi,ANIMALIA,https://www.inaturalist.org/photos/21465139,"(c) Patricia Torres Pineda, some rights reserved (CC BY-NC)",125990585,125990534,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,RIVULIDAE,Rivulus,roloffi,"Roloff, 1938",Near Threatened,Unknown,Global
103,Fishes,Hypostomus annectens,ANIMALIA,https://www.inaturalist.org/photos/95903236,"(c) Daniel, some rights reserved (CC BY-NC)",176501961,49830355,CHORDATA,SILURIFORMES,ACTINOPTERYGII,LORICARIIDAE,Hypostomus,annectens,"(Regan, 1904)",Vulnerable,Decreasing,Global
104,Fishes,Xyrichtys martinicensis,ANIMALIA,https://www.inaturalist.org/photos/30837854,"(c) terence zahner, some rights reserved (CC BY-NC)",4609111,154697,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Xyrichtys,martinicensis,"Valenciennes, 1840",Least Concern,Unknown,Global
105,Fishes,Carcharodon carcharias,ANIMALIA,https://www.inaturalist.org/photos/10571121,"(c) stephencoutts, some rights reserved (CC BY-NC)",2878674,3855,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Carcharodon,carcharias,"(Linnaeus, 1758)",Vulnerable,Decreasing,Global
106,Fishes,Lepidogalaxias salamandroides,ANIMALIA,https://www.inaturalist.org/photos/13064269,"(c) Mark McGrouther, some rights reserved (CC BY-NC)",123378147,11575,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,LEPIDOGALAXIIDAE,Lepidogalaxias,salamandroides,"Mees, 1961",Endangered,Decreasing,Global
107,Fishes,Atherinella hubbsi,ANIMALIA,https://www.inaturalist.org/photos/231400052,"(c) sergiovillegas, some rights reserved (CC BY-NC)",165015003,165014399,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Atherinella,hubbsi,"(Bussing, 1979)",Near Threatened,Decreasing,Global
108,Fishes,Rhynchobatus australiae,ANIMALIA,https://www.inaturalist.org/photos/10939959,"(c) Ian Banks, some rights reserved (CC BY-NC)",68643043,41853,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,australiae,"Whitley, 1939",Critically Endangered,Decreasing,Global
109,Fishes,Zameus squamulosus,ANIMALIA,https://www.inaturalist.org/photos/8453015,"(c) Rosa Laucci, some rights reserved (CC BY-NC)",3093577,60215,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Zameus,squamulosus,"(G√ºnther, 1877)",Least Concern,Stable,Global
110,Fishes,Myliobatis aquila,ANIMALIA,https://www.inaturalist.org/photos/130334799,"(c) Dennis Rabeling, some rights reserved (CC BY-NC-ND)",124508353,161569,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Myliobatis,aquila,"(Linnaeus, 1758)",Critically Endangered,Decreasing,Global
111,Fishes,Sinogastromyzon puliensis,ANIMALIA,https://www.inaturalist.org/photos/57895378,"(c) Terry Chen, some rights reserved (CC BY-NC-SA)",9181781,20255,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,BALITORIDAE,Sinogastromyzon,puliensis,"Liang, 1974",Vulnerable,,Global
112,Fishes,Chirocentrus dorab,ANIMALIA,https://www.inaturalist.org/photos/177651653,"(c) jdobson, some rights reserved (CC BY-NC)",75151154,75150150,CHORDATA,CLUPEIFORMES,ACTINOPTERYGII,CHIROCENTRIDAE,Chirocentrus,dorab,"(Forssk√•l, 1775)",Least Concern,Unknown,Global
113,Fishes,Cheilopogon pinnatibarbatus,ANIMALIA,https://www.inaturalist.org/photos/56996736,"(c) shrike2, some rights reserved (CC BY-NC-SA)",4708020,155104,CHORDATA,BELONIFORMES,ACTINOPTERYGII,EXOCOETIDAE,Cheilopogon,pinnatibarbatus,"(Bennett, 1831)",Least Concern,Unknown,Global
114,Fishes,Heteroconger hassi,ANIMALIA,https://www.inaturalist.org/photos/110496913,"(c) Erik Schlogl, some rights reserved (CC BY-NC)",2546860,198985,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,CONGRIDAE,Heteroconger,hassi,"(Klausewitz &amp; Eibl-Eibesfeldt, 1959)",Least Concern,Stable,Global
115,Fishes,Aracana aurita,ANIMALIA,https://www.inaturalist.org/photos/187029865,"(c) Nick Shaw, some rights reserved (CC BY-NC)",158883903,158883594,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,ARACANIDAE,Aracana,aurita,"(Shaw, 1798)",Least Concern,Unknown,Global
116,Fishes,Arapaima gigas,ANIMALIA,https://www.inaturalist.org/photos/85658711,"(c) Scott Schryvers, some rights reserved (CC BY-NC-SA)",9110195,1991,CHORDATA,OSTEOGLOSSIFORMES,ACTINOPTERYGII,OSTEOGLOSSIDAE,Arapaima,gigas,"(Schinz, 1822)",Data Deficient,,Global
117,Fishes,Soleichthys heterorhinos,ANIMALIA,https://www.inaturalist.org/photos/68041916,"(c) Tsu Soo Tan, some rights reserved (CC BY-NC)",69782132,69781901,CHORDATA,PLEURONECTIFORMES,ACTINOPTERYGII,SOLEIDAE,Soleichthys,heterorhinos,"(Bleeker, 1856)",Least Concern,Unknown,Global
118,Fishes,Dactylopterus volitans,ANIMALIA,https://www.inaturalist.org/photos/198121437,"(c) Luis PÈrez Berrocal, some rights reserved (CC BY-NC)",1777936,185182,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,DACTYLOPTERIDAE,Dactylopterus,volitans,"(Linnaeus, 1758)",Least Concern,Unknown,Global
119,Fishes,Hepsetus cuvieri,ANIMALIA,https://www.inaturalist.org/photos/47220975,"(c) Wilderness Safaris Botswana - Conservation Team, some rights reserved (CC BY)",58340539,55325427,CHORDATA,CHARACIFORMES,ACTINOPTERYGII,HEPSETIDAE,Hepsetus,cuvieri,"(Castelnau, 1861)",Least Concern,Unknown,Global
120,Fishes,Zenopsis conchifer,ANIMALIA,https://www.inaturalist.org/photos/59622713,"(c) Will Sweet, some rights reserved (CC BY-NC)",1948654,190347,CHORDATA,ZEIFORMES,ACTINOPTERYGII,ZEIDAE,Zenopsis,conchifer,"(Lowe, 1852)",Least Concern,Stable,Global
121,Fishes,Aphredoderus sayanus,ANIMALIA,https://www.inaturalist.org/photos/179375451,"(c) baltimorefishing1, some rights reserved (CC BY-NC)",2746073,202607,CHORDATA,PERCOPSIFORMES,ACTINOPTERYGII,APHREDODERIDAE,Aphredoderus,sayanus,"(Gilliams, 1824)",Least Concern,Stable,Global
122,Fishes,Scyliorhinus canicula,ANIMALIA,https://www.inaturalist.org/photos/11193664,"(c) tamsynmann, some rights reserved (CC BY-NC)",124478351,161307554,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SCYLIORHINIDAE,Scyliorhinus,canicula,"(Linnaeus, 1758)",Least Concern,Stable,Global
123,Fishes,Narcine entemedor,ANIMALIA,https://www.inaturalist.org/photos/177848081,"(c) skro, some rights reserved (CC BY-NC)",124532986,161716,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Narcine,entemedor,"Jordan &amp; Starks, 1895",Vulnerable,Decreasing,Global
124,Fishes,Orectolobus maculatus,ANIMALIA,https://www.inaturalist.org/photos/108642520,"(c) Mike Jones, some rights reserved (CC BY-NC)",68638559,41837,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,ORECTOLOBIDAE,Orectolobus,maculatus,"(Bonnaterre, 1788)",Least Concern,Unknown,Global
125,Fishes,Callorhinchus callorynchus,ANIMALIA,https://www.inaturalist.org/photos/39509341,"(c) gastontrobbiani, some rights reserved (CC BY-NC)",3117894,63107,CHORDATA,CHIMAERIFORMES,CHONDRICHTHYES,CALLORHINCHIDAE,Callorhinchus,callorynchus,"(Linnaeus, 1758)",Vulnerable,Decreasing,Global
126,Fishes,Trachyrincus scabrus,ANIMALIA,https://www.inaturalist.org/photos/154778910,"(c) martim_zk, some rights reserved (CC BY-NC)",15576254,198599,CHORDATA,GADIFORMES,ACTINOPTERYGII,MACROURIDAE,Trachyrincus,scabrus,"(Rafinesque, 1810)",Least Concern,Unknown,Global
127,Fishes,Paraulopus okamurai,ANIMALIA,https://www.inaturalist.org/photos/42394196,"(c) Clinton Duffy, some rights reserved (CC BY-NC)",123335061,123334962,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,PARAULOPIDAE,Paraulopus,okamurai,"Sato &amp; Nakabo, 2002",Least Concern,Unknown,Global
128,Fishes,Argyropelecus olfersii,ANIMALIA,https://www.inaturalist.org/photos/98432406,"(c) Gonzalo Mucientes Sandoval, some rights reserved (CC BY-NC-SA)",21913744,18253287,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,STERNOPTYCHIDAE,Argyropelecus,olfersii,"(Cuvier, 1829)",Least Concern,Unknown,Global
129,Fishes,Fistularia tabacaria,ANIMALIA,https://www.inaturalist.org/photos/169872655,"(c) Luis PÈrez Berrocal, some rights reserved (CC BY-NC)",16782248,16781124,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,FISTULARIIDAE,Fistularia,tabacaria,"Linnaeus, 1758",Least Concern,Unknown,Global
130,Fishes,Steatogenys elegans,ANIMALIA,https://www.inaturalist.org/photos/31270475,"(c) Anthony Giardenelli, some rights reserved (CC BY-NC)",6362812,167650,CHORDATA,GYMNOTIFORMES,ACTINOPTERYGII,HYPOPOMIDAE,Steatogenys,elegans,"(Steindachner, 1880)",Least Concern,Stable,Global
131,Fishes,Carapus acus,ANIMALIA,https://www.inaturalist.org/photos/157211223,"(c) Xavier Rufray, some rights reserved (CC BY-NC)",60784465,198624,CHORDATA,OPHIDIIFORMES,ACTINOPTERYGII,CARAPIDAE,Carapus,acus,"(Br√ºnnich, 1768)",Least Concern,Unknown,Global
132,Fishes,Anoplogaster cornuta,ANIMALIA,https://www.inaturalist.org/photos/29920094,"(c) Gonzalo Mucientes Sandoval, some rights reserved (CC BY-NC-SA)",21910070,18123960,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,ANOPLOGASTRIDAE,Anoplogaster,cornuta,"(Valenciennes, 1833)",Least Concern,Unknown,Global
133,Fishes,Haplophryne mollis,ANIMALIA,https://www.inaturalist.org/photos/34086316,"(c) Gonzalo Mucientes Sandoval, some rights reserved (CC BY-NC-SA)",60791264,60470770,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,LINOPHRYNIDAE,Haplophryne,mollis,"(Brauer, 1902)",Least Concern,Unknown,Global
134,Fishes,Metavelifer multiradiatus,ANIMALIA,https://www.inaturalist.org/photos/178421145,"(c) Martin, some rights reserved (CC BY-NC-SA)",123376553,123376425,CHORDATA,LAMPRIFORMES,ACTINOPTERYGII,VELIFERIDAE,Metavelifer,multiradiatus,"(Regan, 1907)",Least Concern,Unknown,Global
135,Fishes,Pegasus volitans,ANIMALIA,https://www.inaturalist.org/photos/54704577,"(c) Martin, some rights reserved (CC BY-NC-SA)",115133968,16476,CHORDATA,GASTEROSTEIFORMES,ACTINOPTERYGII,PEGASIDAE,Pegasus,volitans,"Linnaeus, 1758",Data Deficient,Unknown,Global
136,Fishes,Fundulus chrysotus,ANIMALIA,https://www.inaturalist.org/photos/200037251,"(c) fishecke, some rights reserved (CC BY-NC)",18231308,202379,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,FUNDULIDAE,Fundulus,chrysotus,"(G√ºnther, 1866)",Least Concern,Stable,Global
137,Fishes,Trachelyopterus insignis,ANIMALIA,https://www.inaturalist.org/photos/244738191,"(c) Miguel Diaz Anaya, some rights reserved (CC BY-NC)",61473783,49830153,CHORDATA,SILURIFORMES,ACTINOPTERYGII,AUCHENIPTERIDAE,Trachelyopterus,insignis,"(Steindachner, 1878)",Least Concern,Unknown,Global
138,Fishes,Echeneis neucratoides,ANIMALIA,https://www.inaturalist.org/photos/116824967,"(c) Kerry Lewis, some rights reserved (CC BY-NC)",115359156,16440083,CHORDATA,PERCIFORMES,ACTINOPTERYGII,ECHENEIDAE,Echeneis,neucratoides,"Zuiew, 1789",Data Deficient,Unknown,Global
139,Fishes,Talismania bifurcata,ANIMALIA,https://www.inaturalist.org/photos/96982312,"(c) Katie S, some rights reserved (CC BY-NC)",4744205,155203,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,ALEPOCEPHALIDAE,Talismania,bifurcata,"(Parr, 1951)",Least Concern,Unknown,Global
140,Fishes,Pseudobatos horkelii,ANIMALIA,https://www.inaturalist.org/photos/56393238,Public Domain,2951089,41064,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,horkelii,"(M√ºller &amp; Henle, 1841)",Critically Endangered,Decreasing,Global
141,Fishes,Etmopterus spinax,ANIMALIA,https://www.inaturalist.org/photos/72998708,"(c) Viktor V. Gr¯tan, some rights reserved (CC BY-NC)",124475610,161388,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ETMOPTERIDAE,Etmopterus,spinax,"(Linnaeus, 1758)",Vulnerable,Decreasing,Global
142,Fishes,Megachasma pelagios,ANIMALIA,https://www.inaturalist.org/photos/11999357,"(c) Glenn Moore, some rights reserved (CC BY-NC)",124402302,39338,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,MEGACHASMIDAE,Megachasma,pelagios,"Taylor, Compagno &amp; Struhsaker, 1983",Least Concern,Unknown,Global
143,Fishes,Zanobatus schoenleinii,ANIMALIA,https://www.inaturalist.org/photos/199928181,"(c) Luis PÈrez Berrocal, some rights reserved (CC BY-NC)",124498548,161519,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,ZANOBATIDAE,Zanobatus,schoenleinii,"(M√ºller &amp; Henle, 1841)",Vulnerable,Decreasing,Global
144,Fishes,Cobitis zanandreai,ANIMALIA,https://www.inaturalist.org/photos/154317518,"(c) Riccardo Novaga, some rights reserved (CC BY-NC)",12408900,60858,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,COBITIDAE,Cobitis,zanandreai,"Cavicchioli, 1965",Vulnerable,Decreasing,Global & Europe
145,Fishes,Anchoa hepsetus,ANIMALIA,https://www.inaturalist.org/photos/148184147,"(c) Emilio Concari, some rights reserved (CC BY-NC)",16510237,16406327,CHORDATA,CLUPEIFORMES,ACTINOPTERYGII,ENGRAULIDAE,Anchoa,hepsetus,"(Linnaeus, 1758)",Least Concern,Unknown,Global
146,Fishes,Dermogenys pusilla,ANIMALIA,https://www.inaturalist.org/photos/52479061,"(c) Franz Anthony, some rights reserved (CC BY-NC)",90986088,90986075,CHORDATA,BELONIFORMES,ACTINOPTERYGII,ZENARCHOPTERIDAE,Dermogenys,pusilla,"Kuhl &amp; van Hasselt, in van Hasselt, 1823",Data Deficient,Unknown,Global
147,Fishes,Masturus lanceolatus,ANIMALIA,https://www.inaturalist.org/photos/28763094,"(c) Gonzalo Mucientes Sandoval, some rights reserved (CC BY-NC-SA)",115330232,193634,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,MOLIDAE,Masturus,lanceolatus,"(Li√©nard, 1840)",Least Concern,Unknown,Global
148,Fishes,Pantodon buchholzi,ANIMALIA,https://www.inaturalist.org/photos/71598225,"(c) Toni Hermoso Pulido, some rights reserved (CC BY-SA)",135016934,183157,CHORDATA,OSTEOGLOSSIFORMES,ACTINOPTERYGII,PANTODONTIDAE,Pantodon,buchholzi,"Peters, 1876",Least Concern,Unknown,"Global, Central Africa & Pan-Africa"
149,Fishes,Gymnachirus nudus,ANIMALIA,https://www.inaturalist.org/photos/52423091,"(c) Pam Kleinsasser, some rights reserved (CC BY-NC)",16781953,16765076,CHORDATA,PLEURONECTIFORMES,ACTINOPTERYGII,ACHIRIDAE,Gymnachirus,nudus,"Kaup, 1858",Least Concern,Unknown,Global
150,Fishes,Ichthyoelephas longirostris,ANIMALIA,https://www.inaturalist.org/photos/125923189,"(c) edwinmunera, some rights reserved (CC BY-NC)",61473798,49830164,CHORDATA,CHARACIFORMES,ACTINOPTERYGII,PROCHILODONTIDAE,Ichthyoelephas,longirostris,"Steindachner, 1879)",Vulnerable,Decreasing,Global
151,Fishes,Clinocottus globiceps,ANIMALIA,https://www.inaturalist.org/photos/29885519,"(c) Christian Schwarz, some rights reserved (CC BY-NC)",4701018,155094,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,COTTIDAE,Clinocottus,globiceps,"(Girard, 1858)",Least Concern,Unknown,Global
152,Fishes,Sphyrna lewini,ANIMALIA,https://www.inaturalist.org/photos/19051739,"(c) Kris-Mikael Krister, some rights reserved (CC BY)",2918526,39385,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,lewini,"(Griffith &amp; Smith, 1834)",Critically Endangered,Decreasing,Global
153,Fishes,Hemiscyllium michaeli,ANIMALIA,https://www.inaturalist.org/photos/41410186,"(c) Nigel Marsh, some rights reserved (CC BY-NC)",198886371,195438,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Hemiscyllium,michaeli,"Allen &amp; Dudgeon, 2010",Vulnerable,Unknown,Global
154,Fishes,Phycis phycis,ANIMALIA,https://www.inaturalist.org/photos/4583924,"(c) fabri, some rights reserved (CC BY-NC)",60811743,198604,CHORDATA,GADIFORMES,ACTINOPTERYGII,PHYCIDAE,Phycis,phycis,"(Linnaeus, 1766)",Least Concern,Unknown,Global
155,Fishes,Bathysaurus mollis,ANIMALIA,https://www.inaturalist.org/photos/182499699,Public Domain,15535158,195001,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,BATHYSAURIDAE,Bathysaurus,mollis,"G√ºnther, 1878",Least Concern,Unknown,Global
156,Fishes,Centriscus cristatus,ANIMALIA,https://www.inaturalist.org/photos/19744221,"(c) Mark Rosenstein, some rights reserved (CC BY-NC-SA)",67619028,65350111,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,CENTRISCIDAE,Centriscus,cristatus,"(De Vis, 1885)",Data Deficient,Unknown,Global
157,Fishes,Brotula multibarbata,ANIMALIA,https://www.inaturalist.org/photos/66869,"(c) David R, some rights reserved (CC BY-NC)",46664274,46076701,CHORDATA,OPHIDIIFORMES,ACTINOPTERYGII,OPHIDIIDAE,Brotula,multibarbata,"Temminck &amp; Schlegel, 1846",Least Concern,Unknown,Global
158,Fishes,Centroberyx lineatus,ANIMALIA,https://www.inaturalist.org/photos/56787082,"(c) Georgia Poyner, some rights reserved (CC BY-NC)",123356652,123356374,CHORDATA,BERYCIFORMES,ACTINOPTERYGII,BERYCIDAE,Centroberyx,lineatus,"(Cuvier, 1829)",Least Concern,Unknown,Global
159,Fishes,Ceratias holboelli,ANIMALIA,https://www.inaturalist.org/photos/29923484,"(c) Gonzalo Mucientes Sandoval, some rights reserved (CC BY-NC-SA)",21910125,18127741,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,CERATIIDAE,Ceratias,holboelli,"Kr√∏yer, 1845",Least Concern,Unknown,Global
160,Fishes,Cyttopsis rosea,ANIMALIA,https://www.inaturalist.org/photos/37823024,"(c) Gonzalo Mucientes Sandoval, some rights reserved (CC BY-NC-SA)",16510032,16439757,CHORDATA,ZEIFORMES,ACTINOPTERYGII,PARAZENIDAE,Cyttopsis,rosea,"(Lowe, 1843)",Least Concern,Stable,Global
161,Fishes,Trachipterus trachypterus,ANIMALIA,https://www.inaturalist.org/photos/11218557,"(c) pthirschfield, some rights reserved (CC BY-NC)",21911495,198608,CHORDATA,LAMPRIFORMES,ACTINOPTERYGII,TRACHIPTERIDAE,Trachipterus,trachypterus,"(Gmelin, 1789)",Least Concern,Unknown,Global
162,Fishes,Narke japonica,ANIMALIA,https://www.inaturalist.org/photos/72837377,"(c) Takuma Sato, some rights reserved (CC BY-NC)",201629674,201629258,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARKIDAE,Narke,japonica,"(Temminck &amp; Schlegel, 1850)",Vulnerable,Decreasing,Global
